route_no,hour_of_day,day_type,occupancy_pct,avg_wait_time_min,traffic_score,event_impact_score,active_buses_on_route,route_demand_index,temp_celsius,buses_to_add
45A,11,0,0.656,9.7,1.69,0.0,13,0.91,28.4,0
47A,3,1,0.2,9.0,1.3,0.0,14,0.95,32.1,0
70,10,1,1.027,12.1,3.07,0.1,11,0.86,25.0,2
15G,9,0,0.946,18.8,4.01,0.0,11,0.72,33.2,0
45A,13,1,0.593,12.0,2.64,0.0,14,0.91,33.8,0
M70,0,0,0.2,4.1,1.2,0.0,14,0.6,33.2,0
32B,19,1,0.63,22.9,4.72,0.0,8,0.68,36.0,0
29C,23,0,0.647,7.3,2.11,0.0,12,0.88,37.9,0
11D,17,1,0.778,16.5,3.49,0.0,14,0.7,33.1,0
70,8,0,1.197,16.8,5.0,0.0,14,0.86,25.4,4
29B,6,0,0.231,6.2,1.0,0.0,9,0.7,24.2,0
11D,21,0,1.039,9.2,2.06,0.0,13,0.7,37.6,4
21C,15,0,0.487,2.0,1.47,0.19,16,0.9,26.1,0
21C,8,0,1.243,20.4,4.43,0.0,15,0.9,26.7,5
29B,10,0,0.832,12.7,3.08,0.0,10,0.7,37.3,0
29B,19,0,0.886,18.2,4.33,0.0,14,0.7,26.8,2
27D,22,1,0.415,12.7,1.68,0.0,9,0.75,39.9,0
47A,1,0,0.2,9.0,1.59,0.0,15,0.95,26.6,0
104,0,1,0.36,17.0,2.32,0.22,10,0.8,30.3,0
21C,21,1,0.777,7.1,1.31,0.0,13,0.9,28.4,0
11D,12,1,0.569,9.1,2.41,0.0,14,0.7,23.3,0
104,15,1,0.2,3.8,1.17,0.0,10,0.8,24.1,0
11D,22,1,0.351,9.8,1.18,0.0,9,0.7,38.4,0
27D,4,1,0.2,4.5,1.08,0.0,12,0.75,32.7,0
9A,16,0,0.333,3.9,1.0,0.1,16,0.93,33.9,0
29C,16,0,0.689,8.2,1.33,0.0,12,0.88,30.8,0
21G,10,0,1.531,5.8,2.52,0.1,16,0.92,22.9,4
21C,4,1,0.2,8.5,1.87,0.0,15,0.9,33.7,0
21G,2,0,0.574,12.7,1.86,0.0,14,0.92,30.5,0
21G,17,1,0.785,13.6,3.73,0.0,16,0.92,34.8,0
19C,14,0,0.924,7.4,1.27,0.36,11,0.78,41.7,0
19C,23,0,0.251,8.2,1.53,0.0,10,0.78,30.1,0
15G,3,1,0.2,3.8,1.8,0.0,14,0.72,30.2,0
5C,23,0,0.432,5.2,1.79,0.0,12,0.85,34.9,0
27D,21,1,0.556,5.1,1.0,0.0,14,0.75,35.9,0
29B,21,0,0.835,2.7,1.0,0.0,12,0.7,32.8,0
27D,2,0,0.2,7.1,1.75,0.0,13,0.75,36.7,0
5C,0,0,0.234,4.9,1.0,0.0,15,0.85,37.2,0
32B,22,0,0.2,11.2,1.58,0.0,13,0.68,32.8,0
M70,0,1,0.2,5.4,1.2,0.0,13,0.6,32.8,0
102,8,0,0.661,17.1,4.44,0.0,14,0.65,31.5,0
47A,12,1,0.659,16.3,2.63,0.0,13,0.95,38.6,0
21G,0,0,0.2,8.5,1.44,0.39,16,0.92,35.9,0
47A,19,0,1.262,14.8,4.29,0.0,16,0.95,33.5,5
11D,4,0,0.2,2.7,1.21,0.0,12,0.7,36.7,0
70,11,0,0.79,9.9,1.0,0.0,10,0.86,37.5,0
9A,0,0,0.333,3.7,1.33,0.36,13,0.93,25.9,0
12E,4,0,0.255,6.0,1.41,0.0,12,0.88,28.5,0
70,20,0,0.972,13.9,3.42,0.0,16,0.86,31.2,2
29B,8,1,0.57,25.8,4.92,0.0,9,0.7,31.6,0
29B,5,0,0.2,7.9,1.96,0.0,15,0.7,33.4,0
47A,23,0,0.421,7.0,2.25,0.0,17,0.95,35.7,0
32B,17,0,0.756,12.3,3.71,0.0,13,0.68,35.5,0
104,10,0,1.23,18.1,3.63,0.0,10,0.8,26.7,4
21G,18,1,0.977,16.4,4.98,0.0,14,0.92,36.4,3
32B,19,0,1.103,12.6,3.71,0.0,9,0.68,24.5,3
9A,20,0,1.122,10.9,3.08,0.0,14,0.93,33.8,5
104,11,0,0.585,8.8,2.0,0.0,11,0.8,25.7,0
104,2,1,0.279,4.4,1.78,0.0,14,0.8,39.3,0
102,10,1,0.748,8.8,2.7,0.0,14,0.65,38.4,0
9A,13,0,0.886,8.7,2.43,0.0,13,0.93,33.7,0
M70,1,0,0.2,6.3,1.75,0.0,14,0.6,32.5,0
45A,22,0,0.768,10.6,1.84,0.0,12,0.91,29.4,0
27D,11,1,0.282,7.2,1.64,0.0,11,0.75,34.0,0
21C,12,0,0.676,11.0,1.97,0.0,14,0.9,31.6,0
21G,9,0,1.157,16.4,3.88,0.0,16,0.92,39.9,4
45A,12,0,0.758,10.8,2.43,0.0,13,0.91,25.5,0
32B,12,0,0.415,9.1,2.33,0.0,11,0.68,25.5,0
45A,0,0,0.2,9.9,1.8,0.0,11,0.91,31.3,0
47A,20,0,1.292,13.6,3.3,0.0,11,0.95,22.9,5
M70,1,0,0.343,4.2,1.0,0.0,13,0.6,22.9,0
12E,20,0,1.219,15.4,3.34,0.0,15,0.88,40.2,4
15G,7,0,1.512,18.8,4.26,0.0,15,0.72,35.0,4
5C,10,0,1.176,14.4,3.38,0.1,14,0.85,27.8,5
11D,14,1,0.34,10.4,1.46,0.0,10,0.7,35.1,0
32B,0,0,0.27,8.7,1.17,0.0,8,0.68,25.8,0
5C,22,0,0.603,6.2,1.44,0.0,16,0.85,35.1,0
19C,1,1,0.409,4.9,1.31,0.0,10,0.78,31.0,0
21C,14,0,0.717,5.4,2.03,0.0,17,0.9,26.5,0
101,11,0,0.508,4.7,1.96,0.0,15,0.85,39.5,0
12E,23,0,0.483,4.0,1.0,0.0,13,0.88,30.4,0
27D,2,0,0.2,6.4,1.39,0.1,13,0.75,29.5,0
21C,14,0,0.698,9.7,2.23,0.0,13,0.9,23.3,0
27D,10,1,0.879,15.4,3.36,0.0,14,0.75,23.8,1
27D,9,1,0.744,21.1,4.1,0.0,10,0.75,35.0,0
29B,9,0,0.86,17.4,4.01,0.0,12,0.7,34.9,1
70,22,0,0.433,7.7,1.6,0.0,15,0.86,24.6,0
21C,4,1,0.437,10.7,1.97,0.0,14,0.9,28.9,0
29C,6,0,0.598,4.3,1.8,0.0,15,0.88,40.0,0
70,18,0,1.183,18.6,4.6,0.0,15,0.86,34.2,4
104,5,1,0.58,6.1,1.61,0.0,14,0.8,32.8,0
101,9,0,1.004,17.1,4.18,0.0,16,0.85,27.5,4
70,14,1,0.561,5.6,1.31,0.22,16,0.86,36.5,0
21C,16,0,0.533,9.7,1.92,0.0,12,0.9,42.0,0
5C,4,1,0.2,7.3,1.51,0.0,12,0.85,25.8,0
19C,17,1,0.412,17.7,3.93,0.0,11,0.78,34.8,0
9A,7,0,1.414,17.3,4.14,0.0,11,0.93,36.7,5
5C,17,0,1.098,17.2,3.75,0.0,11,0.85,41.6,5
15G,15,0,0.457,5.9,1.19,0.0,11,0.72,29.1,0
M70,14,0,0.602,6.2,1.52,0.0,9,0.6,25.9,0
29B,14,0,0.422,5.4,1.57,0.42,15,0.7,29.8,0
5C,12,1,0.538,8.2,2.31,0.0,13,0.85,32.4,0
32B,18,0,0.999,18.7,4.64,0.0,11,0.68,36.3,3
23C,9,0,1.588,19.6,4.71,0.0,13,0.92,40.0,5
21C,1,0,0.2,4.2,1.37,0.0,12,0.9,25.8,0
47A,19,0,1.296,19.6,4.43,0.0,13,0.95,38.1,5
